lengths,returns
55,43.03987975228405
53,41.88335858818901
33,28.944677272770754
33,28.944677272770754
29,26.02996266117195
37,31.744540498961268
48,38.888276046713464
23,21.4321859192781
37,31.744540498961268
41,34.4340779425856
49,39.49939328624633
57,44.1733861452136
40,33.77179590160162
57,44.1733861452136
54,42.46452500230712
41,34.4340779425856
64,47.96594773496932
59,45.284335760923845
54,42.46452500230712
40,33.77179590160162
63,47.44035124744376
34,29.655230500043047
38,32.42709509397166
79,55.247678623618896
30,26.76966303456023
54,42.46452500230712
25,22.995685419484467
50,40.10439935338387
37,31.744540498961268
57,44.1733861452136
64,47.96594773496932
48,38.888276046713464
38,32.42709509397166
34,29.655230500043047
41,34.4340779425856
42,35.08973716315975
27,24.528071279636723
47,38.27098590577118
43,35.73883979152815
44,36.38145139361287
74,52.94133584143497
59,45.284335760923845
36,31.05509141309219
35,30.358678195042614
34,29.655230500043047
37,31.744540498961268
28,25.282790566840355
58,44.73165228376146
71,51.500862972583676
34,29.655230500043047
38,32.42709509397166
42,35.08973716315975
34,29.655230500043047
51,40.70335535985003
43,35.73883979152815
59,45.284335760923845
32,28.22694674017248
41,34.4340779425856
53,41.88335858818901
25,22.995685419484467
54,42.46452500230712
41,34.4340779425856
68,50.016297010080066
98,63.027036235027296
101,64.12517023181076
39,33.10282414303194
47,38.27098590577118
71,51.500862972583676
48,38.888276046713464
48,38.888276046713464
55,43.03987975228405
64,47.96594773496932
55,43.03987975228405
40,33.77179590160162
68,50.016297010080066
53,41.88335858818901
67,49.511411121292994
31,27.501966404214627
48,38.888276046713464
45,37.01763687967674
68,50.016297010080066
58,44.73165228376146
42,35.08973716315975
51,40.70335535985003
58,44.73165228376146
49,39.49939328624633
49,39.49939328624633
61,46.37317747928146
59,45.284335760923845
56,43.60948095476121
58,44.73165228376146
35,30.358678195042614
34,29.655230500043047
62,46.90944570448865
39,33.10282414303194
62,46.90944570448865
44,36.38145139361287
50,40.10439935338387
43,35.73883979152815
40,33.77179590160162
62,46.90944570448865
79,55.247678623618896
92,60.72889716421946
41,34.4340779425856
60,45.831492403314606
50,40.10439935338387
94,61.51039211065149
51,40.70335535985003
113,68.20109361808561
48,38.888276046713464
55,43.03987975228405
43,35.73883979152815
95,61.89528818954497
44,36.38145139361287
51,40.70335535985003
103,64.83907934419773
49,39.49939328624633
41,34.4340779425856
60,45.831492403314606
60,45.831492403314606
89,59.52680273216757
72,51.98585434285784
106,65.88339384859572
50,40.10439935338387
29,26.02996266117195
98,63.027036235027296
57,44.1733861452136
49,39.49939328624633
40,33.77179590160162
41,34.4340779425856
109,66.89669116789858
135,74.50902393036903
41,34.4340779425856
58,44.73165228376146
45,37.01763687967674
50,40.10439935338387
68,50.016297010080066
68,50.016297010080066
55,43.03987975228405
71,51.500862972583676
65,48.48628825761963
55,43.03987975228405
56,43.60948095476121
60,45.831492403314606
51,40.70335535985003
52,41.29632180625153
61,46.37317747928146
78,54.79563497335242
58,44.73165228376146
49,39.49939328624633
68,50.016297010080066
81,56.13824981900888
